id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio
PED-10448,CLI-1040,PROD-113,TR-104,Este,633,17.27,204,2024-04-04,2024-04-08,2024-04-07,Entregado
PED-10449,CLI-1075,PROD-106,TR-104,Oeste,867,26.23,559,2025-07-28,2025-08-01,2025-08-02,Entregado
PED-10450,CLI-1062,PROD-101,TR-103,Centro,134,22.82,38,2025-01-25,2025-01-30,2025-01-29,Entregado
PED-10451,CLI-1072,PROD-100,TR-103,Oeste,114,16.36,12,2025-06-10,2025-06-15,2025-06-15,Entregado
PED-10452,CLI-1049,PROD-110,TR-101,Oeste,615,25.11,124,2024-04-08,2024-04-11,2024-04-12,Entregado
PED-10453,CLI-1054,PROD-127,TR-104,Norte,162,28.29,31,2026-05-05,2026-05-09,2026-05-14,Entregado
PED-10454,CLI-1117,PROD-122,TR-103,Norte,210,23.29,214,2024-02-08,2024-02-13,2024-02-15,Entregado
PED-10455,CLI-1058,PROD-129,TR-103,Norte,130,16.88,34,2025-02-21,2025-02-26,2025-02-27,Entregado
PED-10456,CLI-1030,PROD-117,TR-101,Sur,1377,9.71,816,2025-10-18,2025-10-21,2025-10-20,Entregado
PED-10457,CLI-1018,PROD-111,TR-101,Este,2586,15.96,550,2024-10-23,2024-10-26,2024-10-26,Entregado
PED-10458,CLI-1112,PROD-112,TR-104,Este,214,14.33,318,2026-04-21,2026-04-25,2026-04-25,Entregado
PED-10459,CLI-1100,PROD-125,TR-103,Oeste,2574,18.39,1653,2025-10-11,2025-10-16,,Cancelado
PED-10460,CLI-1141,PROD-127,TR-102,Norte,162,33.59,93,2024-05-06,2024-05-10,2024-05-15,Entregado
PED-10461,CLI-1088,PROD-106,TR-104,Sur,867,14.35,559,2025-10-23,2025-10-27,2025-10-26,Entregado
PED-10462,CLI-1064,PROD-106,TR-101,Oeste,867,20.72,1677,2024-07-04,2024-07-07,2024-07-08,Entregado
PED-10463,CLI-1074,PROD-121,TR-101,Sur,128,11.9,72,2024-09-13,2024-09-16,2024-09-21,Entregado
PED-10464,CLI-1025,PROD-109,TR-101,Oeste,1726,25.97,1674,2024-07-17,2024-07-20,2024-07-20,Entregado
PED-10465,CLI-1149,PROD-104,TR-103,Sur,97,16.8,26,2026-04-07,2026-04-12,2026-04-12,Entregado
PED-10466,CLI-1056,PROD-122,TR-104,Este,630,17.29,321,2024-10-10,2024-10-14,2024-10-13,Entregado
PED-10467,CLI-1122,PROD-114,TR-104,Centro,903,13.16,181,2025-01-02,2025-01-06,2025-01-06,Entregado
PED-10468,CLI-1020,PROD-126,TR-103,Norte,852,27.94,1124,2026-05-29,2026-06-03,2026-06-04,Entregado
PED-10469,CLI-1019,PROD-128,TR-101,Oeste,180,19.24,87,2026-05-19,2026-05-22,2026-05-21,Entregado
PED-10470,CLI-1054,PROD-129,TR-101,Norte,130,29.04,51,2025-07-18,2025-07-21,2025-07-28,Entregado
PED-10471,CLI-1057,PROD-128,TR-103,Norte,60,18.14,58,2024-05-17,2024-05-22,2024-05-23,Entregado
PED-10472,CLI-1061,PROD-127,TR-102,Este,54,23.51,31,2026-02-14,2026-02-18,2026-02-18,Entregado
PED-10473,CLI-1144,PROD-121,TR-102,Norte,64,28.68,36,2026-01-23,2026-01-27,2026-01-27,Entregado
PED-10474,CLI-1059,PROD-102,TR-103,Sur,843,32.55,1689,2025-01-13,2025-01-18,2025-01-19,Entregado
PED-10475,CLI-1120,PROD-129,TR-104,Sur,65,34.16,51,2026-06-21,2026-06-25,2026-06-29,Entregado
PED-10476,CLI-1070,PROD-126,TR-103,Sur,1704,18.53,1686,2025-08-15,2025-08-20,2025-08-19,Entregado
PED-10477,CLI-1019,PROD-116,TR-103,Oeste,1392,17.85,574,2025-01-20,2025-01-25,2025-01-24,Entregado
PED-10478,CLI-1088,PROD-115,TR-104,Sur,243,12.89,216,2026-06-27,2026-07-01,2026-07-02,Entregado
PED-10479,CLI-1071,PROD-106,TR-102,Este,2601,26.02,559,2024-07-10,2024-07-14,2024-07-15,Entregado
PED-10480,CLI-1084,PROD-123,TR-101,Oeste,459,12.77,834,2025-05-08,2025-05-11,2025-05-11,Entregado
PED-10481,CLI-1105,PROD-100,TR-102,Sur,57,25.18,12,2024-02-14,2024-02-18,2024-02-19,Entregado
PED-10482,CLI-1146,PROD-104,TR-101,Norte,291,24.38,52,2024-06-19,2024-06-22,2024-06-26,Entregado
PED-10483,CLI-1004,PROD-128,TR-103,Sur,120,13.02,58,2024-03-28,2024-04-02,2024-04-03,Entregado
PED-10484,CLI-1036,PROD-125,TR-102,Este,858,26.67,1653,2025-09-30,2025-10-04,2025-10-04,Entregado
PED-10485,CLI-1116,PROD-119,TR-101,Centro,93,13.86,43,2024-08-23,2024-08-26,2024-08-25,Entregado
PED-10486,CLI-1129,PROD-121,TR-104,Centro,64,32.39,72,2026-04-26,2026-04-30,2026-04-29,Entregado
PED-10487,CLI-1009,PROD-128,TR-101,Centro,180,30.43,87,2024-04-05,2024-04-08,2024-04-07,Entregado
PED-10488,CLI-1110,PROD-116,TR-104,Sur,1392,14.58,574,2025-01-14,2025-01-18,2025-01-19,Entregado
PED-10489,CLI-1097,PROD-111,TR-101,Este,862,16.01,550,2025-03-11,2025-03-14,2025-03-14,Entregado
PED-10490,CLI-1139,PROD-113,TR-103,Oeste,633,11.62,306,2024-07-12,2024-07-17,2024-07-19,Entregado
PED-10491,CLI-1052,PROD-122,TR-103,Oeste,420,24.01,321,2025-02-22,2025-02-27,2025-02-26,Entregado
PED-10492,CLI-1066,PROD-127,TR-104,Centro,162,28.51,62,2025-08-01,2025-08-05,2025-08-05,Entregado
PED-10493,CLI-1105,PROD-117,TR-104,Sur,918,34.7,544,2024-07-02,2024-07-06,2024-07-07,Entregado
PED-10494,CLI-1101,PROD-123,TR-102,Norte,1377,20.33,278,2026-05-25,2026-05-29,2026-05-28,Entregado
PED-10495,CLI-1041,PROD-103,TR-102,Sur,1407,26.97,816,2025-06-04,2025-06-08,2025-06-08,Entregado
PED-10496,CLI-1013,PROD-105,TR-104,Centro,440,33.04,552,2025-10-13,2025-10-17,2025-10-19,Entregado
PED-10497,CLI-1016,PROD-108,TR-102,Este,252,33.16,50,2025-01-14,2025-01-18,2025-01-20,Entregado
PED-10498,CLI-1133,PROD-109,TR-101,Este,1726,8.78,1116,2026-03-03,2026-03-06,,Cancelado
PED-10499,CLI-1132,PROD-109,TR-102,Sur,2589,14.64,1674,2024-02-04,2024-02-08,2024-02-09,Entregado
PED-10500,CLI-1009,PROD-111,TR-102,Centro,862,29.16,1100,2025-11-01,2025-11-05,2025-11-08,Entregado
PED-10501,CLI-1101,PROD-112,TR-102,Norte,214,16.04,318,2025-06-14,2025-06-18,2025-06-20,Entregado
PED-10502,CLI-1149,PROD-111,TR-103,Sur,862,33.14,1100,2026-04-15,2026-04-20,2026-04-21,Entregado
PED-10503,CLI-1066,PROD-105,TR-104,Centro,1320,17.51,552,2025-06-02,2025-06-06,2025-06-08,Entregado
PED-10504,CLI-1131,PROD-108,TR-103,Sur,252,28.9,50,2025-12-11,2025-12-16,2025-12-16,Entregado
PED-10505,CLI-1086,PROD-124,TR-104,Oeste,335,11.58,362,2025-11-28,2025-12-02,2025-12-03,Entregado
PED-10506,CLI-1056,PROD-121,TR-102,Este,192,8.76,108,2026-03-30,2026-04-03,2026-04-03,Entregado
PED-10507,CLI-1067,PROD-107,TR-103,Este,940,23.2,276,2024-04-05,2024-04-10,2024-04-11,Entregado
PED-10508,CLI-1080,PROD-111,TR-102,Norte,2586,21.72,550,2025-08-10,2025-08-14,2025-08-15,Entregado
PED-10509,CLI-1061,PROD-127,TR-103,Este,162,12.63,62,2024-07-30,2024-08-04,2024-08-03,Entregado
PED-10510,CLI-1027,PROD-103,TR-101,Oeste,1407,28.75,272,2025-11-23,2025-11-26,2025-11-26,Entregado
PED-10511,CLI-1138,PROD-101,TR-104,Sur,201,21.51,38,2025-01-15,2025-01-19,2025-01-19,Entregado
PED-10512,CLI-1130,PROD-108,TR-104,Centro,84,29.68,75,2024-08-15,2024-08-19,2024-08-18,Entregado
PED-10513,CLI-1122,PROD-117,TR-101,Centro,459,34.38,544,2025-05-29,2025-06-01,2025-06-02,Entregado
PED-10514,CLI-1117,PROD-110,TR-101,Norte,615,17.12,124,2024-01-13,2024-01-16,2024-01-18,Entregado
PED-10515,CLI-1066,PROD-105,TR-103,Centro,880,13.37,552,2024-08-30,2024-09-04,2024-09-05,Entregado
PED-10516,CLI-1107,PROD-122,TR-103,Sur,420,23.64,107,2025-01-08,2025-01-13,2025-01-13,Entregado
PED-10517,CLI-1147,PROD-121,TR-102,Oeste,64,19.95,108,2026-04-13,2026-04-17,2026-04-21,Entregado
PED-10518,CLI-1037,PROD-125,TR-102,Sur,1716,12.06,1102,2025-04-29,2025-05-03,2025-05-02,Entregado
PED-10519,CLI-1132,PROD-117,TR-103,Sur,1377,9.76,816,2026-03-15,2026-03-20,2026-03-20,Entregado
PED-10520,CLI-1025,PROD-122,TR-102,Oeste,420,11.05,321,2024-03-02,2024-03-06,2024-03-06,Entregado
PED-10521,CLI-1085,PROD-108,TR-103,Norte,168,19.41,25,2025-01-03,2025-01-08,2025-01-08,Entregado
PED-10522,CLI-1089,PROD-127,TR-102,Este,162,34.45,31,2025-08-13,2025-08-17,2025-08-18,Entregado
PED-10523,CLI-1083,PROD-121,TR-104,Oeste,128,16.09,108,2026-03-04,2026-03-08,2026-03-07,Entregado
PED-10524,CLI-1037,PROD-127,TR-102,Sur,108,24.73,93,2025-10-17,2025-10-21,2025-10-21,Entregado
PED-10525,CLI-1103,PROD-127,TR-101,Oeste,108,25.8,62,2024-03-22,2024-03-25,2024-03-24,Entregado
PED-10526,CLI-1068,PROD-119,TR-104,Este,279,22.3,129,2024-10-04,2024-10-08,2024-10-08,Entregado
PED-10527,CLI-1115,PROD-113,TR-102,Sur,633,26.04,102,2024-07-07,2024-07-11,2024-07-10,Entregado
PED-10528,CLI-1020,PROD-106,TR-102,Norte,1734,9.93,1677,2025-02-10,2025-02-14,2025-02-16,Entregado
PED-10529,CLI-1134,PROD-124,TR-101,Sur,335,33.19,543,2024-04-16,2024-04-19,2024-04-18,Entregado
PED-10530,CLI-1099,PROD-109,TR-102,Oeste,2589,11.98,558,2024-09-10,2024-09-14,2024-09-14,Entregado
PED-10531,CLI-1043,PROD-100,TR-101,Centro,114,34.34,24,2025-11-10,2025-11-13,2025-11-13,Entregado
PED-10532,CLI-1138,PROD-129,TR-103,Sur,195,24.16,17,2025-07-15,2025-07-20,2025-07-21,Entregado
PED-10533,CLI-1144,PROD-113,TR-103,Norte,211,16.66,204,2024-12-21,2024-12-26,2024-12-25,Entregado
PED-10534,CLI-1105,PROD-108,TR-102,Sur,168,20.93,50,2024-11-06,2024-11-10,2024-11-13,Entregado
PED-10535,CLI-1125,PROD-124,TR-104,Centro,670,14.63,543,2024-11-02,2024-11-06,2024-11-11,Entregado
PED-10536,CLI-1095,PROD-106,TR-104,Sur,867,27.45,559,2026-06-22,2026-06-26,2026-06-26,Entregado
PED-10537,CLI-1099,PROD-126,TR-104,Oeste,2556,22.19,562,2024-08-13,2024-08-17,2024-08-17,Entregado
PED-10538,CLI-1069,PROD-109,TR-103,Este,863,16.17,558,2025-02-26,2025-03-03,2025-03-02,Entregado
PED-10539,CLI-1116,PROD-119,TR-104,Centro,93,9.01,86,2024-10-05,2024-10-09,2024-10-09,Entregado
PED-10540,CLI-1012,PROD-117,TR-101,Este,918,27.45,272,2024-07-09,2024-07-12,2024-07-12,Entregado
PED-10541,CLI-1002,PROD-107,TR-101,Sur,940,16.76,552,2024-06-03,2024-06-06,2024-06-09,Entregado
PED-10542,CLI-1095,PROD-114,TR-101,Sur,301,29.05,362,2024-12-04,2024-12-07,2024-12-10,Entregado
PED-10543,CLI-1120,PROD-105,TR-102,Sur,440,34.33,276,2026-05-11,2026-05-15,2026-05-15,Entregado
PED-10544,CLI-1063,PROD-112,TR-104,Centro,214,27.99,212,2024-09-10,2024-09-14,2024-09-13,Entregado
PED-10545,CLI-1024,PROD-116,TR-102,Sur,928,25.17,287,2025-04-29,2025-05-03,2025-05-03,Entregado
PED-10546,CLI-1010,PROD-123,TR-101,Oeste,459,32.02,556,2024-09-16,2024-09-19,2024-09-19,Entregado
PED-10547,CLI-1055,PROD-103,TR-102,Este,469,23.99,544,2025-10-10,2025-10-14,2025-10-13,Entregado
PED-10548,CLI-1101,PROD-125,TR-102,Norte,2574,26.74,1102,2024-01-10,2024-01-14,2024-01-15,Entregado
PED-10549,CLI-1022,PROD-107,TR-102,Norte,1410,10.08,276,2025-05-26,2025-05-30,2025-06-03,Entregado
PED-10550,CLI-1137,PROD-125,TR-101,Oeste,2574,28.55,1653,2024-05-08,2024-05-11,2024-05-11,Entregado
PED-10551,CLI-1112,PROD-123,TR-102,Este,1377,15.14,278,2024-01-22,2024-01-26,2024-01-26,Entregado
PED-10552,CLI-1010,PROD-115,TR-104,Oeste,486,23.52,108,2025-07-26,2025-07-30,2025-07-31,Entregado
PED-10553,CLI-1082,PROD-123,TR-104,Centro,1377,10.33,278,2024-10-08,2024-10-12,2024-10-13,Entregado
PED-10554,CLI-1075,PROD-126,TR-103,Oeste,2556,18.54,1686,2025-07-08,2025-07-13,2025-07-12,Entregado
PED-10555,CLI-1047,PROD-128,TR-101,Norte,120,10.18,87,2025-09-26,2025-09-29,2025-09-29,Entregado
PED-10556,CLI-1137,PROD-126,TR-104,Oeste,2556,24.75,562,2024-07-13,2024-07-17,2024-07-17,Entregado
PED-10557,CLI-1082,PROD-113,TR-103,Centro,211,13.23,102,2024-04-23,2024-04-28,2024-04-30,Entregado
PED-10558,CLI-1027,PROD-115,TR-102,Oeste,729,22.43,216,2024-04-11,2024-04-15,2024-04-20,Entregado
PED-10559,CLI-1065,PROD-101,TR-103,Oeste,67,25.88,19,2024-08-14,2024-08-19,2024-08-18,Entregado
PED-10560,CLI-1020,PROD-114,TR-101,Norte,602,10.04,543,2025-01-04,2025-01-07,2025-01-09,Entregado
PED-10561,CLI-1135,PROD-101,TR-101,Sur,201,11.18,19,2026-05-04,2026-05-07,2026-05-06,Entregado
PED-10562,CLI-1059,PROD-117,TR-104,Sur,459,25.07,816,2024-07-13,2024-07-17,2024-07-18,Entregado
PED-10563,CLI-1142,PROD-113,TR-101,Norte,633,27.12,204,2026-02-23,2026-02-26,2026-02-27,Entregado
PED-10564,CLI-1026,PROD-105,TR-102,Sur,1320,22.65,276,2025-07-17,2025-07-21,2025-07-21,Entregado
PED-10565,CLI-1113,PROD-129,TR-103,Norte,130,28.75,34,2024-11-18,2024-11-23,2024-11-23,Entregado
PED-10566,CLI-1110,PROD-126,TR-103,Sur,852,28.79,1124,2025-09-15,2025-09-20,,Cancelado
PED-10567,CLI-1065,PROD-111,TR-104,Oeste,2586,34.55,550,2025-04-03,2025-04-07,2025-04-06,Entregado
PED-10568,CLI-1004,PROD-116,TR-102,Sur,464,31.18,287,2026-06-30,2026-07-04,2026-07-04,Entregado
PED-10569,CLI-1005,PROD-124,TR-103,Oeste,1005,11.0,181,2025-07-20,2025-07-25,2025-07-26,Entregado
PED-10570,CLI-1039,PROD-104,TR-103,Centro,97,29.99,52,2025-01-10,2025-01-15,2025-01-14,Entregado
PED-10571,CLI-1023,PROD-118,TR-104,Centro,88,17.1,135,2025-08-05,2025-08-09,2025-08-10,Entregado
PED-10572,CLI-1124,PROD-126,TR-101,Sur,2556,18.61,1686,2025-09-01,2025-09-04,2025-09-03,Entregado
PED-10573,CLI-1014,PROD-129,TR-103,Norte,130,31.55,17,2024-12-22,2024-12-27,2024-12-27,Entregado
PED-10574,CLI-1058,PROD-123,TR-101,Norte,459,22.4,556,2025-10-11,2025-10-14,2025-10-16,Entregado
PED-10575,CLI-1144,PROD-104,TR-103,Norte,97,27.89,78,2025-05-29,2025-06-03,2025-06-02,Entregado
PED-10576,CLI-1100,PROD-114,TR-101,Oeste,301,17.41,181,2024-08-15,2024-08-18,2024-08-18,Entregado
PED-10577,CLI-1121,PROD-118,TR-101,Oeste,176,20.01,135,2025-07-15,2025-07-18,2025-07-17,Entregado
PED-10578,CLI-1033,PROD-124,TR-102,Oeste,670,23.64,543,2025-05-07,2025-05-11,2025-05-11,Entregado
PED-10579,CLI-1143,PROD-119,TR-102,Centro,186,32.99,129,2024-09-05,2024-09-09,2024-09-14,Entregado
PED-10580,CLI-1105,PROD-113,TR-103,Sur,633,9.14,306,2024-12-22,2024-12-27,2024-12-27,Entregado
PED-10581,CLI-1078,PROD-105,TR-103,Este,1320,20.17,276,2025-09-23,2025-09-28,2025-09-28,Entregado
PED-10582,CLI-1059,PROD-106,TR-103,Sur,867,9.95,1677,2024-06-08,2024-06-13,2024-06-12,Entregado
PED-10583,CLI-1037,PROD-127,TR-103,Sur,108,20.99,62,2024-01-15,2024-01-20,2024-01-19,Entregado
PED-10584,CLI-1084,PROD-106,TR-102,Oeste,2601,25.01,1118,2024-07-27,2024-07-31,2024-07-31,Entregado
PED-10585,CLI-1036,PROD-122,TR-101,Este,630,15.27,107,2025-01-20,2025-01-23,2025-01-24,Entregado
PED-10586,CLI-1051,PROD-125,TR-103,Centro,858,26.0,1102,2024-02-24,2024-02-29,2024-02-28,Entregado
PED-10587,CLI-1092,PROD-127,TR-101,Oeste,108,34.46,31,2024-01-20,2024-01-23,2024-01-24,Entregado
PED-10588,CLI-1025,PROD-128,TR-103,Oeste,60,13.77,29,2025-05-11,2025-05-16,,Cancelado
PED-10589,CLI-1143,PROD-129,TR-101,Centro,130,21.48,34,2024-02-10,2024-02-13,2024-02-14,Entregado
PED-10590,CLI-1004,PROD-111,TR-103,Sur,2586,30.02,1100,2024-12-29,2025-01-03,2025-01-02,Entregado
PED-10591,CLI-1065,PROD-128,TR-104,Oeste,180,14.48,58,2026-06-30,2026-07-04,2026-07-03,Entregado
PED-10592,CLI-1087,PROD-128,TR-104,Sur,120,33.96,87,2025-11-03,2025-11-07,2025-11-08,Entregado
PED-10593,CLI-1058,PROD-113,TR-102,Norte,633,20.4,204,2025-08-09,2025-08-13,2025-08-13,Entregado
PED-10594,CLI-1033,PROD-106,TR-102,Oeste,867,26.75,1118,2025-08-17,2025-08-21,2025-08-20,Entregado
PED-10595,CLI-1134,PROD-129,TR-102,Sur,195,32.8,51,2025-03-16,2025-03-20,2025-03-19,Entregado
PED-10596,CLI-1081,PROD-102,TR-101,Oeste,2529,28.78,563,2024-07-07,2024-07-10,2024-07-09,Entregado
PED-10597,CLI-1105,PROD-113,TR-103,Sur,633,12.53,204,2025-03-29,2025-04-03,2025-04-04,Entregado
PED-10598,CLI-1033,PROD-105,TR-101,Oeste,880,23.53,828,2026-02-19,2026-02-22,2026-02-23,Entregado
PED-10599,CLI-1059,PROD-107,TR-101,Sur,470,30.92,828,2025-01-02,2025-01-05,2025-01-10,Entregado
PED-10600,CLI-1095,PROD-105,TR-104,Sur,440,9.35,276,2025-05-18,2025-05-22,2025-05-21,Entregado
PED-10601,CLI-1003,PROD-129,TR-103,Norte,65,10.25,17,2025-02-26,2025-03-03,,Cancelado
PED-10602,CLI-1112,PROD-127,TR-104,Este,54,19.23,62,2025-12-05,2025-12-09,2025-12-09,Entregado
PED-10603,CLI-1010,PROD-119,TR-104,Oeste,279,24.24,129,2026-01-07,2026-01-11,2026-01-12,Entregado
PED-10604,CLI-1009,PROD-116,TR-101,Centro,464,22.75,861,2025-04-07,2025-04-10,2025-04-09,Entregado
PED-10605,CLI-1010,PROD-117,TR-104,Oeste,459,20.15,544,2025-06-12,2025-06-16,2025-06-15,Entregado
PED-10606,CLI-1077,PROD-124,TR-103,Norte,1005,26.78,181,2025-04-17,2025-04-22,2025-04-22,Entregado
PED-10607,CLI-1036,PROD-114,TR-104,Este,301,33.35,543,2024-04-02,2024-04-06,2024-04-05,Entregado
PED-10608,CLI-1139,PROD-104,TR-104,Oeste,97,24.14,52,2025-02-27,2025-03-03,2025-03-02,Entregado
PED-10609,CLI-1051,PROD-128,TR-104,Centro,180,29.61,87,2024-04-02,2024-04-06,2024-04-07,Entregado
PED-10610,CLI-1031,PROD-102,TR-101,Norte,843,27.24,1689,2025-12-24,2025-12-27,2025-12-28,Entregado
PED-10611,CLI-1130,PROD-119,TR-102,Centro,93,23.49,86,2025-01-22,2025-01-26,2025-01-25,Entregado
PED-10612,CLI-1038,PROD-105,TR-102,Este,880,16.7,552,2024-07-02,2024-07-06,2024-07-05,Entregado
PED-10613,CLI-1114,PROD-109,TR-102,Centro,863,28.78,1674,2024-04-30,2024-05-04,2024-05-03,Entregado
PED-10614,CLI-1003,PROD-114,TR-104,Norte,903,14.8,362,2026-05-25,2026-05-29,2026-05-28,Entregado
PED-10615,CLI-1121,PROD-114,TR-104,Oeste,301,15.87,543,2025-03-28,2025-04-01,2025-04-03,Entregado
PED-10616,CLI-1053,PROD-101,TR-102,Este,67,31.13,19,2024-05-31,2024-06-04,2024-06-08,Entregado
PED-10617,CLI-1076,PROD-110,TR-101,Norte,205,16.04,372,2024-02-20,2024-02-23,2024-02-27,Entregado
PED-10618,CLI-1146,PROD-125,TR-102,Norte,858,28.87,551,2025-04-11,2025-04-15,2025-04-15,Entregado
PED-10619,CLI-1082,PROD-111,TR-104,Centro,2586,16.26,550,2026-04-19,2026-04-23,2026-04-28,Entregado
PED-10620,CLI-1070,PROD-110,TR-104,Sur,615,11.4,124,2025-06-21,2025-06-25,2025-06-24,Entregado
PED-10621,CLI-1135,PROD-102,TR-104,Sur,1686,24.63,1126,2026-01-11,2026-01-15,2026-01-16,Entregado
PED-10622,CLI-1134,PROD-118,TR-103,Sur,264,25.24,135,2024-05-12,2024-05-17,2024-05-17,Entregado
PED-10623,CLI-1126,PROD-125,TR-102,Norte,1716,8.54,551,2026-06-23,2026-06-27,2026-06-28,Entregado
PED-10624,CLI-1030,PROD-123,TR-102,Sur,918,17.35,278,2026-03-29,2026-04-02,2026-04-02,Entregado
PED-10625,CLI-1143,PROD-125,TR-102,Centro,1716,29.44,1102,2024-01-12,2024-01-16,2024-01-17,Entregado
PED-10626,CLI-1129,PROD-117,TR-103,Centro,918,27.7,544,2026-02-24,2026-03-01,2026-03-05,Entregado
PED-10627,CLI-1007,PROD-126,TR-102,Este,2556,32.78,1124,2024-07-17,2024-07-21,2024-07-21,Entregado
PED-10628,CLI-1009,PROD-120,TR-102,Centro,2517,20.76,1082,2025-05-08,2025-05-12,2025-05-12,Entregado
PED-10629,CLI-1105,PROD-129,TR-101,Sur,195,16.86,51,2026-05-05,2026-05-08,2026-05-09,Entregado
PED-10630,CLI-1053,PROD-118,TR-103,Este,88,15.93,45,2026-03-29,2026-04-03,2026-04-03,Entregado
PED-10631,CLI-1007,PROD-110,TR-104,Este,615,18.82,372,2025-10-03,2025-10-07,2025-10-06,Entregado
PED-10632,CLI-1029,PROD-127,TR-103,Oeste,54,19.47,62,2025-12-23,2025-12-28,2025-12-29,Entregado
PED-10633,CLI-1060,PROD-111,TR-104,Centro,2586,13.14,1100,2026-04-29,2026-05-03,2026-05-02,Entregado
PED-10634,CLI-1095,PROD-125,TR-101,Sur,1716,9.16,1653,2026-03-07,2026-03-10,2026-03-09,Entregado
PED-10635,CLI-1123,PROD-128,TR-102,Este,180,16.72,87,2024-07-13,2024-07-17,2024-07-17,Entregado
PED-10636,CLI-1083,PROD-104,TR-101,Oeste,291,13.94,26,2026-04-21,2026-04-24,2026-04-25,Entregado
PED-10637,CLI-1099,PROD-122,TR-101,Oeste,630,31.6,321,2024-01-05,2024-01-08,2024-01-07,Entregado
PED-10638,CLI-1085,PROD-114,TR-101,Norte,301,28.6,543,2024-04-15,2024-04-18,2024-04-19,Entregado
PED-10639,CLI-1053,PROD-110,TR-102,Este,410,26.28,248,2024-07-16,2024-07-20,2024-07-21,Entregado
PED-10640,CLI-1040,PROD-108,TR-101,Este,252,13.97,25,2024-01-16,2024-01-19,2024-01-20,Entregado
PED-10641,CLI-1081,PROD-108,TR-102,Oeste,84,10.39,25,2025-12-22,2025-12-26,2025-12-27,Entregado
PED-10642,CLI-1086,PROD-117,TR-104,Oeste,1377,11.31,272,2024-02-21,2024-02-25,2024-02-25,Entregado
PED-10643,CLI-1013,PROD-102,TR-104,Centro,2529,30.66,1689,2025-02-05,2025-02-09,2025-02-10,Entregado
PED-10644,CLI-1091,PROD-109,TR-103,Norte,2589,34.3,558,2026-04-17,2026-04-22,2026-04-23,Entregado
PED-10645,CLI-1119,PROD-118,TR-102,Centro,176,20.57,45,2024-04-05,2024-04-09,2024-04-10,Entregado
PED-10646,CLI-1119,PROD-115,TR-102,Centro,486,18.89,216,2024-08-17,2024-08-21,2024-08-22,Entregado
PED-10647,CLI-1084,PROD-125,TR-103,Oeste,1716,17.81,551,2025-04-09,2025-04-14,2025-04-13,Entregado
PED-10648,CLI-1118,PROD-127,TR-102,Norte,162,21.96,31,2024-10-16,2024-10-20,2024-10-21,Entregado
PED-10649,CLI-1027,PROD-110,TR-101,Oeste,410,19.46,372,2026-03-22,2026-03-25,2026-03-25,Entregado
PED-10650,CLI-1062,PROD-117,TR-102,Centro,459,24.16,816,2025-05-08,2025-05-12,2025-05-12,Entregado
PED-10651,CLI-1111,PROD-118,TR-103,Este,264,10.56,135,2025-07-11,2025-07-16,2025-07-15,Entregado
PED-10652,CLI-1146,PROD-126,TR-104,Norte,1704,11.09,1686,2024-04-27,2024-05-01,2024-05-01,Entregado
PED-10653,CLI-1113,PROD-105,TR-103,Norte,1320,28.94,828,2025-02-19,2025-02-24,2025-02-26,Entregado
PED-10654,CLI-1126,PROD-120,TR-101,Norte,2517,29.96,1623,2024-04-02,2024-04-05,2024-04-09,Entregado
PED-10655,CLI-1038,PROD-114,TR-103,Este,301,26.56,181,2025-02-03,2025-02-08,2025-02-08,Entregado
PED-10656,CLI-1081,PROD-109,TR-103,Oeste,863,8.72,1674,2025-03-21,2025-03-26,2025-03-26,Entregado
PED-10657,CLI-1130,PROD-112,TR-102,Centro,642,8.52,106,2026-05-22,2026-05-26,2026-05-26,Entregado
PED-10658,CLI-1143,PROD-126,TR-103,Centro,852,27.11,1124,2024-04-22,2024-04-27,2024-04-26,Entregado
PED-10659,CLI-1100,PROD-120,TR-103,Oeste,1678,14.1,1623,2025-12-29,2026-01-03,2026-01-03,Entregado
PED-10660,CLI-1044,PROD-115,TR-102,Norte,486,16.14,108,2024-07-11,2024-07-15,2024-07-15,Entregado
PED-10661,CLI-1032,PROD-104,TR-101,Centro,291,25.94,52,2024-03-14,2024-03-17,2024-03-16,Entregado
PED-10662,CLI-1034,PROD-102,TR-102,Este,2529,33.15,1689,2025-10-19,2025-10-23,2025-10-23,Entregado
PED-10663,CLI-1046,PROD-114,TR-104,Norte,602,13.42,181,2025-07-19,2025-07-23,2025-07-23,Entregado
PED-10664,CLI-1001,PROD-118,TR-104,Oeste,264,19.39,90,2026-05-17,2026-05-21,2026-05-22,Entregado
PED-10665,CLI-1093,PROD-101,TR-101,Norte,67,21.26,57,2025-08-04,2025-08-07,2025-08-08,Entregado
PED-10666,CLI-1036,PROD-123,TR-103,Este,1377,15.0,278,2025-04-21,2025-04-26,2025-04-27,Entregado
PED-10667,CLI-1019,PROD-121,TR-103,Oeste,192,20.93,36,2025-09-19,2025-09-24,2025-09-28,Entregado
PED-10668,CLI-1120,PROD-118,TR-103,Sur,176,9.44,45,2025-03-07,2025-03-12,2025-03-12,Entregado
PED-10669,CLI-1077,PROD-123,TR-103,Norte,459,9.87,834,2024-03-03,2024-03-08,,Cancelado
PED-10670,CLI-1006,PROD-109,TR-104,Centro,1726,12.01,1116,2024-03-25,2024-03-29,2024-03-28,Entregado
