id_pedido,id_cliente,id_producto,id_transportista,region_destino,monto_venta,costo_envio,costo_producto,fecha_pedido,fecha_promesa,fecha_entrega,estado_envio,dias_transcurridos_reales,dias_prometidos,indicador_cumplimiento,margen_operativo_pedido
PED-10341,CLI-1061,PROD-108,TR-101,Este,252,17.9,50,2026-02-21,2026-02-24,2026-02-23,Entregado,2.0,3,A Tiempo,184.1
PED-10342,CLI-1044,PROD-105,TR-102,Norte,1320,32.72,552,2025-08-29,2025-09-02,2025-09-03,Entregado,5.0,4,Atrasado,735.28
PED-10343,CLI-1090,PROD-118,TR-102,Sur,264,13.15,90,2025-07-30,2025-08-03,2025-08-03,Entregado,4.0,4,A Tiempo,160.85
PED-10344,CLI-1009,PROD-102,TR-101,Centro,2529,8.52,1126,2024-08-26,2024-08-29,2024-08-28,Entregado,2.0,3,A Tiempo,1394.48
PED-10345,CLI-1051,PROD-125,TR-102,Centro,858,12.41,551,2024-12-14,2024-12-18,2024-12-18,Entregado,4.0,4,A Tiempo,294.59000000000003
PED-10346,CLI-1036,PROD-124,TR-101,Este,335,27.17,362,2026-05-16,2026-05-19,2026-05-19,Entregado,3.0,3,A Tiempo,-54.170000000000016
PED-10347,CLI-1101,PROD-118,TR-101,Norte,88,33.64,135,2024-12-10,2024-12-13,2024-12-17,Entregado,7.0,3,Atrasado,-80.64
PED-10348,CLI-1124,PROD-120,TR-103,Sur,2517,29.36,1623,2024-06-27,2024-07-02,2024-07-03,Entregado,6.0,5,Atrasado,864.6399999999999
PED-10349,CLI-1044,PROD-112,TR-103,Norte,214,8.55,318,2026-01-21,2026-01-26,2026-01-25,Entregado,4.0,5,A Tiempo,-112.55000000000001
PED-10350,CLI-1146,PROD-112,TR-101,Norte,642,11.26,318,2024-07-05,2024-07-08,2024-07-08,Entregado,3.0,3,A Tiempo,312.74
PED-10351,CLI-1127,PROD-104,TR-103,Este,194,25.36,26,2026-02-02,2026-02-07,,Cancelado,,5,En Tránsito / Pendiente,142.64
PED-10352,CLI-1085,PROD-114,TR-101,Norte,602,29.36,362,2024-09-28,2024-10-01,2024-10-04,Entregado,6.0,3,Atrasado,210.64
PED-10353,CLI-1012,PROD-112,TR-104,Este,428,31.87,212,2026-01-20,2026-01-24,2026-01-23,Entregado,3.0,4,A Tiempo,184.13
PED-10354,CLI-1089,PROD-117,TR-104,Este,1377,14.48,816,2024-04-13,2024-04-17,2024-04-18,Entregado,5.0,4,Atrasado,546.52
PED-10355,CLI-1008,PROD-109,TR-101,Centro,863,13.01,1116,2024-11-22,2024-11-25,2024-11-24,Entregado,2.0,3,A Tiempo,-266.01
PED-10356,CLI-1096,PROD-105,TR-101,Sur,880,34.61,828,2025-07-14,2025-07-17,2025-07-16,Entregado,2.0,3,A Tiempo,17.389999999999986
PED-10357,CLI-1123,PROD-122,TR-101,Este,630,12.66,214,2025-03-17,2025-03-20,2025-03-19,Entregado,2.0,3,A Tiempo,403.34000000000003
PED-10358,CLI-1025,PROD-110,TR-102,Oeste,615,22.81,372,2024-07-13,2024-07-17,2024-07-18,Entregado,5.0,4,Atrasado,220.19000000000005
PED-10359,CLI-1076,PROD-107,TR-101,Norte,940,9.94,276,2024-02-20,2024-02-23,2024-03-01,Entregado,10.0,3,Atrasado,654.06
PED-10360,CLI-1022,PROD-109,TR-104,Norte,863,16.23,1674,2024-07-23,2024-07-27,2024-07-30,Entregado,7.0,4,Atrasado,-827.23
PED-10361,CLI-1029,PROD-109,TR-104,Oeste,1726,25.51,558,2025-04-27,2025-05-01,2025-05-02,Entregado,5.0,4,Atrasado,1142.49
PED-10362,CLI-1094,PROD-128,TR-104,Oeste,120,20.82,58,2025-01-13,2025-01-17,2025-01-16,Entregado,3.0,4,A Tiempo,41.18000000000001
PED-10363,CLI-1057,PROD-126,TR-103,Norte,852,17.61,1686,2025-07-31,2025-08-05,2025-08-07,Entregado,7.0,5,Atrasado,-851.61
PED-10364,CLI-1058,PROD-117,TR-101,Norte,918,26.71,816,2026-05-10,2026-05-13,,Cancelado,,3,En Tránsito / Pendiente,75.28999999999996
PED-10365,CLI-1146,PROD-128,TR-102,Norte,180,21.81,29,2025-05-02,2025-05-06,2025-05-06,Entregado,4.0,4,A Tiempo,129.19
PED-10366,CLI-1132,PROD-125,TR-102,Sur,858,34.26,551,2024-05-03,2024-05-07,2024-05-07,Entregado,4.0,4,A Tiempo,272.74
PED-10367,CLI-1049,PROD-104,TR-101,Oeste,97,12.42,78,2025-03-09,2025-03-12,2025-03-17,Entregado,8.0,3,Atrasado,6.579999999999998
PED-10368,CLI-1081,PROD-129,TR-101,Oeste,195,31.2,34,2024-03-30,2024-04-02,2024-04-02,Entregado,3.0,3,A Tiempo,129.8
PED-10369,CLI-1133,PROD-114,TR-101,Este,903,11.48,362,2026-03-16,2026-03-19,2026-03-20,Entregado,4.0,3,Atrasado,529.52
PED-10370,CLI-1145,PROD-118,TR-101,Oeste,176,31.82,135,2024-04-18,2024-04-21,2024-04-20,Entregado,2.0,3,A Tiempo,9.180000000000007
PED-10371,CLI-1105,PROD-108,TR-104,Sur,168,13.06,25,2025-11-01,2025-11-05,2025-11-06,Entregado,5.0,4,Atrasado,129.94
PED-10372,CLI-1102,PROD-101,TR-104,Norte,67,28.26,19,2026-06-29,2026-07-03,,Cancelado,,4,En Tránsito / Pendiente,19.739999999999995
PED-10373,CLI-1095,PROD-100,TR-103,Sur,114,31.24,24,2026-04-17,2026-04-22,2026-04-22,Entregado,5.0,5,A Tiempo,58.760000000000005
PED-10374,CLI-1025,PROD-127,TR-102,Oeste,108,15.64,62,2024-05-17,2024-05-21,2024-05-22,Entregado,5.0,4,Atrasado,30.36
PED-10375,CLI-1022,PROD-106,TR-104,Norte,2601,28.63,1118,2024-08-04,2024-08-08,2024-08-08,Entregado,4.0,4,A Tiempo,1454.37
PED-10376,CLI-1095,PROD-126,TR-101,Sur,1704,21.93,1686,2025-06-11,2025-06-14,2025-06-13,Entregado,2.0,3,A Tiempo,-3.9300000000000637
PED-10377,CLI-1034,PROD-124,TR-101,Este,335,9.38,181,2024-06-26,2024-06-29,2024-06-28,Entregado,2.0,3,A Tiempo,144.62
PED-10378,CLI-1012,PROD-129,TR-103,Este,130,19.02,51,2025-12-22,2025-12-27,2025-12-27,Entregado,5.0,5,A Tiempo,59.980000000000004
PED-10379,CLI-1031,PROD-121,TR-101,Norte,128,33.95,36,2024-09-04,2024-09-07,2024-09-14,Entregado,10.0,3,Atrasado,58.05
PED-10380,CLI-1141,PROD-111,TR-103,Norte,2586,10.9,1650,2024-06-16,2024-06-21,2024-06-21,Entregado,5.0,5,A Tiempo,925.0999999999999
PED-10381,CLI-1007,PROD-112,TR-101,Este,214,14.47,318,2024-06-15,2024-06-18,2024-06-17,Entregado,2.0,3,A Tiempo,-118.47
PED-10382,CLI-1052,PROD-108,TR-104,Oeste,168,25.66,25,2025-06-09,2025-06-13,2025-06-15,Entregado,6.0,4,Atrasado,117.34
PED-10383,CLI-1002,PROD-107,TR-103,Sur,1410,25.53,828,2025-09-14,2025-09-19,2025-09-19,Entregado,5.0,5,A Tiempo,556.47
PED-10384,CLI-1108,PROD-128,TR-104,Este,60,16.51,58,2026-05-22,2026-05-26,2026-05-26,Entregado,4.0,4,A Tiempo,-14.510000000000005
PED-10385,CLI-1133,PROD-126,TR-104,Este,2556,24.23,1686,2025-08-21,2025-08-25,2025-08-29,Entregado,8.0,4,Atrasado,845.77
PED-10386,CLI-1027,PROD-115,TR-101,Oeste,486,15.42,216,2024-12-10,2024-12-13,2024-12-14,Entregado,4.0,3,Atrasado,254.57999999999998
PED-10387,CLI-1076,PROD-106,TR-102,Norte,2601,26.0,1118,2025-06-13,2025-06-17,2025-06-16,Entregado,3.0,4,A Tiempo,1457.0
PED-10388,CLI-1035,PROD-123,TR-101,Centro,918,19.22,556,2025-11-02,2025-11-05,2025-11-05,Entregado,3.0,3,A Tiempo,342.78
PED-10389,CLI-1009,PROD-118,TR-102,Centro,264,25.42,135,2024-12-17,2024-12-21,2024-12-20,Entregado,3.0,4,A Tiempo,103.57999999999998
PED-10390,CLI-1121,PROD-129,TR-103,Oeste,195,13.3,51,2025-06-03,2025-06-08,2025-06-07,Entregado,4.0,5,A Tiempo,130.7
PED-10391,CLI-1024,PROD-115,TR-102,Sur,243,32.34,324,2026-01-28,2026-02-01,2026-02-02,Entregado,5.0,4,Atrasado,-113.34
PED-10392,CLI-1056,PROD-111,TR-102,Este,1724,15.4,1100,2026-02-01,2026-02-05,2026-02-05,Entregado,4.0,4,A Tiempo,608.5999999999999
PED-10393,CLI-1075,PROD-114,TR-101,Oeste,602,21.76,181,2025-04-26,2025-04-29,,Cancelado,,3,En Tránsito / Pendiente,399.24
PED-10394,CLI-1097,PROD-116,TR-103,Este,464,17.58,287,2025-02-27,2025-03-04,,Cancelado,,5,En Tránsito / Pendiente,159.42000000000002
PED-10395,CLI-1117,PROD-104,TR-103,Norte,194,25.22,52,2026-06-02,2026-06-07,2026-06-06,Entregado,4.0,5,A Tiempo,116.78
PED-10396,CLI-1045,PROD-110,TR-101,Centro,205,28.76,372,2024-01-05,2024-01-08,2024-01-07,Entregado,2.0,3,A Tiempo,-195.76
PED-10397,CLI-1125,PROD-125,TR-101,Centro,1716,19.87,1102,2024-05-12,2024-05-15,2024-05-16,Entregado,4.0,3,Atrasado,594.1300000000001
PED-10398,CLI-1001,PROD-101,TR-102,Oeste,134,13.55,57,2026-01-18,2026-01-22,2026-01-21,Entregado,3.0,4,A Tiempo,63.45
PED-10399,CLI-1001,PROD-120,TR-102,Oeste,1678,11.22,541,2024-08-19,2024-08-23,2024-08-23,Entregado,4.0,4,A Tiempo,1125.78
PED-10400,CLI-1128,PROD-118,TR-103,Este,176,20.58,90,2024-06-20,2024-06-25,2024-06-27,Entregado,7.0,5,Atrasado,65.42000000000002
PED-10401,CLI-1134,PROD-110,TR-104,Sur,410,18.02,248,2026-06-28,2026-07-02,2026-07-01,Entregado,3.0,4,A Tiempo,143.98000000000002
PED-10402,CLI-1048,PROD-105,TR-104,Norte,440,27.95,276,2024-01-20,2024-01-24,2024-01-25,Entregado,5.0,4,Atrasado,136.05
PED-10403,CLI-1043,PROD-103,TR-103,Centro,938,15.28,816,2025-12-29,2026-01-03,2026-01-02,Entregado,4.0,5,A Tiempo,106.72000000000003
PED-10404,CLI-1136,PROD-119,TR-101,Sur,93,30.66,129,2025-08-31,2025-09-03,2025-09-04,Entregado,4.0,3,Atrasado,-66.66
PED-10405,CLI-1029,PROD-113,TR-104,Oeste,422,12.56,306,2025-01-24,2025-01-28,2025-01-28,Entregado,4.0,4,A Tiempo,103.44
PED-10406,CLI-1002,PROD-109,TR-104,Sur,2589,27.07,1674,2025-11-08,2025-11-12,2025-11-16,Entregado,8.0,4,Atrasado,887.9299999999998
PED-10407,CLI-1026,PROD-116,TR-101,Sur,928,24.64,287,2024-10-16,2024-10-19,2024-10-21,Entregado,5.0,3,Atrasado,616.36
PED-10408,CLI-1133,PROD-106,TR-103,Este,867,21.65,1677,2025-12-21,2025-12-26,2025-12-25,Entregado,4.0,5,A Tiempo,-831.65
PED-10409,CLI-1053,PROD-122,TR-104,Este,630,32.53,107,2024-12-04,2024-12-08,2024-12-07,Entregado,3.0,4,A Tiempo,490.47
PED-10410,CLI-1146,PROD-121,TR-104,Norte,64,27.67,108,2024-06-01,2024-06-05,,Cancelado,,4,En Tránsito / Pendiente,-71.67
PED-10411,CLI-1059,PROD-114,TR-103,Sur,301,31.08,181,2024-09-27,2024-10-02,2024-10-01,Entregado,4.0,5,A Tiempo,88.92000000000002
PED-10412,CLI-1092,PROD-125,TR-103,Oeste,858,31.08,551,2025-03-12,2025-03-17,2025-03-16,Entregado,4.0,5,A Tiempo,275.91999999999996
PED-10413,CLI-1043,PROD-110,TR-103,Centro,615,18.37,124,2025-03-24,2025-03-29,2025-03-29,Entregado,5.0,5,A Tiempo,472.63
PED-10414,CLI-1087,PROD-105,TR-101,Sur,880,26.78,552,2025-02-14,2025-02-17,2025-02-17,Entregado,3.0,3,A Tiempo,301.22
PED-10415,CLI-1122,PROD-125,TR-104,Centro,858,26.95,551,2025-10-26,2025-10-30,2025-10-29,Entregado,3.0,4,A Tiempo,280.04999999999995
PED-10416,CLI-1015,PROD-127,TR-102,Centro,108,26.48,93,2024-04-16,2024-04-20,2024-04-21,Entregado,5.0,4,Atrasado,-11.480000000000004
PED-10417,CLI-1097,PROD-124,TR-103,Este,670,11.49,362,2025-09-18,2025-09-23,2025-09-26,Entregado,8.0,5,Atrasado,296.51
PED-10418,CLI-1011,PROD-102,TR-103,Oeste,2529,28.84,1689,2025-11-01,2025-11-06,2025-11-07,Entregado,6.0,5,Atrasado,811.1599999999999
PED-10419,CLI-1144,PROD-107,TR-103,Norte,1410,19.97,276,2025-06-15,2025-06-20,2025-06-21,Entregado,6.0,5,Atrasado,1114.03
PED-10420,CLI-1123,PROD-111,TR-104,Este,2586,8.81,550,2024-06-01,2024-06-05,,Cancelado,,4,En Tránsito / Pendiente,2027.19
PED-10421,CLI-1129,PROD-127,TR-104,Centro,54,17.0,62,2026-05-22,2026-05-26,2026-05-25,Entregado,3.0,4,A Tiempo,-25.0
PED-10422,CLI-1084,PROD-108,TR-101,Oeste,168,30.15,50,2025-06-03,2025-06-06,2025-06-07,Entregado,4.0,3,Atrasado,87.85
PED-10423,CLI-1113,PROD-125,TR-104,Norte,1716,34.49,551,2024-03-31,2024-04-04,2024-04-04,Entregado,4.0,4,A Tiempo,1130.51
PED-10424,CLI-1004,PROD-103,TR-104,Sur,469,34.02,816,2025-02-26,2025-03-02,2025-03-04,Entregado,6.0,4,Atrasado,-381.02
PED-10425,CLI-1130,PROD-117,TR-102,Centro,918,30.14,272,2025-11-01,2025-11-05,2025-11-05,Entregado,4.0,4,A Tiempo,615.86
PED-10426,CLI-1116,PROD-110,TR-104,Centro,410,11.08,124,2026-01-03,2026-01-07,2026-01-08,Entregado,5.0,4,Atrasado,274.92
PED-10427,CLI-1000,PROD-110,TR-103,Este,615,18.41,372,2026-04-29,2026-05-04,2026-05-04,Entregado,5.0,5,A Tiempo,224.59000000000003
PED-10428,CLI-1027,PROD-101,TR-102,Oeste,201,19.34,57,2025-05-19,2025-05-23,2025-05-24,Entregado,5.0,4,Atrasado,124.66
PED-10429,CLI-1050,PROD-106,TR-101,Este,867,17.46,1677,2026-05-22,2026-05-25,2026-05-25,Entregado,3.0,3,A Tiempo,-827.46
PED-10430,CLI-1106,PROD-101,TR-101,Sur,201,33.84,57,2026-03-01,2026-03-04,2026-03-04,Entregado,3.0,3,A Tiempo,110.16
PED-10431,CLI-1034,PROD-115,TR-101,Este,486,21.3,324,2025-06-27,2025-06-30,2025-07-01,Entregado,4.0,3,Atrasado,140.7
PED-10432,CLI-1045,PROD-122,TR-102,Centro,420,24.41,321,2026-01-18,2026-01-22,2026-01-21,Entregado,3.0,4,A Tiempo,74.58999999999997
PED-10433,CLI-1082,PROD-116,TR-104,Centro,464,19.04,574,2025-03-04,2025-03-08,2025-03-09,Entregado,5.0,4,Atrasado,-129.04000000000002
PED-10434,CLI-1075,PROD-114,TR-102,Oeste,903,16.42,543,2024-05-21,2024-05-25,2024-05-26,Entregado,5.0,4,Atrasado,343.58000000000004
PED-10435,CLI-1080,PROD-122,TR-102,Norte,420,17.65,321,2024-07-24,2024-07-28,2024-07-29,Entregado,5.0,4,Atrasado,81.35000000000002
PED-10436,CLI-1045,PROD-116,TR-103,Centro,1392,23.94,574,2025-12-28,2026-01-02,,Cancelado,,5,En Tránsito / Pendiente,794.06
PED-10437,CLI-1106,PROD-121,TR-103,Sur,192,9.17,36,2026-06-17,2026-06-22,2026-06-21,Entregado,4.0,5,A Tiempo,146.83
PED-10438,CLI-1037,PROD-101,TR-101,Sur,134,15.14,57,2024-07-23,2024-07-26,2024-07-25,Entregado,2.0,3,A Tiempo,61.86
PED-10439,CLI-1015,PROD-122,TR-103,Centro,420,11.22,214,2024-07-27,2024-08-01,2024-07-31,Entregado,4.0,5,A Tiempo,194.77999999999997
PED-10440,CLI-1143,PROD-127,TR-102,Centro,54,29.28,93,2026-01-30,2026-02-03,2026-02-03,Entregado,4.0,4,A Tiempo,-68.28
PED-10441,CLI-1073,PROD-122,TR-101,Este,420,9.93,321,2025-01-25,2025-01-28,2025-01-29,Entregado,4.0,3,Atrasado,89.07
PED-10442,CLI-1051,PROD-119,TR-104,Centro,279,25.66,129,2026-04-29,2026-05-03,2026-05-04,Entregado,5.0,4,Atrasado,124.34
PED-10443,CLI-1139,PROD-123,TR-102,Oeste,918,13.2,556,2026-03-05,2026-03-09,2026-03-08,Entregado,3.0,4,A Tiempo,348.79999999999995
PED-10444,CLI-1019,PROD-105,TR-102,Oeste,440,15.9,552,2026-01-22,2026-01-26,2026-01-26,Entregado,4.0,4,A Tiempo,-127.89999999999998
PED-10445,CLI-1067,PROD-104,TR-102,Este,194,27.31,52,2025-08-21,2025-08-25,2025-08-24,Entregado,3.0,4,A Tiempo,114.69
PED-10446,CLI-1039,PROD-101,TR-102,Centro,201,16.48,57,2024-11-26,2024-11-30,2024-12-01,Entregado,5.0,4,Atrasado,127.52000000000001
PED-10447,CLI-1140,PROD-111,TR-101,Oeste,862,22.3,550,2026-03-13,2026-03-16,2026-03-17,Entregado,4.0,3,Atrasado,289.70000000000005
PED-10448,CLI-1040,PROD-113,TR-104,Este,633,17.27,204,2024-04-04,2024-04-08,2024-04-07,Entregado,3.0,4,A Tiempo,411.73
PED-10449,CLI-1075,PROD-106,TR-104,Oeste,867,26.23,559,2025-07-28,2025-08-01,2025-08-02,Entregado,5.0,4,Atrasado,281.77
PED-10450,CLI-1062,PROD-101,TR-103,Centro,134,22.82,38,2025-01-25,2025-01-30,2025-01-29,Entregado,4.0,5,A Tiempo,73.18
PED-10451,CLI-1072,PROD-100,TR-103,Oeste,114,16.36,12,2025-06-10,2025-06-15,2025-06-15,Entregado,5.0,5,A Tiempo,85.64
PED-10452,CLI-1049,PROD-110,TR-101,Oeste,615,25.11,124,2024-04-08,2024-04-11,2024-04-12,Entregado,4.0,3,Atrasado,465.89
PED-10453,CLI-1054,PROD-127,TR-104,Norte,162,28.29,31,2026-05-05,2026-05-09,2026-05-14,Entregado,9.0,4,Atrasado,102.71000000000001
PED-10454,CLI-1117,PROD-122,TR-103,Norte,210,23.29,214,2024-02-08,2024-02-13,2024-02-15,Entregado,7.0,5,Atrasado,-27.289999999999992
PED-10455,CLI-1058,PROD-129,TR-103,Norte,130,16.88,34,2025-02-21,2025-02-26,2025-02-27,Entregado,6.0,5,Atrasado,79.12
PED-10456,CLI-1030,PROD-117,TR-101,Sur,1377,9.71,816,2025-10-18,2025-10-21,2025-10-20,Entregado,2.0,3,A Tiempo,551.29
PED-10457,CLI-1018,PROD-111,TR-101,Este,2586,15.96,550,2024-10-23,2024-10-26,2024-10-26,Entregado,3.0,3,A Tiempo,2020.04
PED-10458,CLI-1112,PROD-112,TR-104,Este,214,14.33,318,2026-04-21,2026-04-25,2026-04-25,Entregado,4.0,4,A Tiempo,-118.33000000000001
PED-10459,CLI-1100,PROD-125,TR-103,Oeste,2574,18.39,1653,2025-10-11,2025-10-16,,Cancelado,,5,En Tránsito / Pendiente,902.6100000000001
PED-10460,CLI-1141,PROD-127,TR-102,Norte,162,33.59,93,2024-05-06,2024-05-10,2024-05-15,Entregado,9.0,4,Atrasado,35.41
PED-10461,CLI-1088,PROD-106,TR-104,Sur,867,14.35,559,2025-10-23,2025-10-27,2025-10-26,Entregado,3.0,4,A Tiempo,293.65
PED-10462,CLI-1064,PROD-106,TR-101,Oeste,867,20.72,1677,2024-07-04,2024-07-07,2024-07-08,Entregado,4.0,3,Atrasado,-830.72
PED-10463,CLI-1074,PROD-121,TR-101,Sur,128,11.9,72,2024-09-13,2024-09-16,2024-09-21,Entregado,8.0,3,Atrasado,44.099999999999994
PED-10464,CLI-1025,PROD-109,TR-101,Oeste,1726,25.97,1674,2024-07-17,2024-07-20,2024-07-20,Entregado,3.0,3,A Tiempo,26.029999999999973
PED-10465,CLI-1149,PROD-104,TR-103,Sur,97,16.8,26,2026-04-07,2026-04-12,2026-04-12,Entregado,5.0,5,A Tiempo,54.2
PED-10466,CLI-1056,PROD-122,TR-104,Este,630,17.29,321,2024-10-10,2024-10-14,2024-10-13,Entregado,3.0,4,A Tiempo,291.71000000000004
PED-10467,CLI-1122,PROD-114,TR-104,Centro,903,13.16,181,2025-01-02,2025-01-06,2025-01-06,Entregado,4.0,4,A Tiempo,708.84
PED-10468,CLI-1020,PROD-126,TR-103,Norte,852,27.94,1124,2026-05-29,2026-06-03,2026-06-04,Entregado,6.0,5,Atrasado,-299.94000000000005
PED-10469,CLI-1019,PROD-128,TR-101,Oeste,180,19.24,87,2026-05-19,2026-05-22,2026-05-21,Entregado,2.0,3,A Tiempo,73.75999999999999
PED-10470,CLI-1054,PROD-129,TR-101,Norte,130,29.04,51,2025-07-18,2025-07-21,2025-07-28,Entregado,10.0,3,Atrasado,49.96000000000001
PED-10471,CLI-1057,PROD-128,TR-103,Norte,60,18.14,58,2024-05-17,2024-05-22,2024-05-23,Entregado,6.0,5,Atrasado,-16.14
PED-10472,CLI-1061,PROD-127,TR-102,Este,54,23.51,31,2026-02-14,2026-02-18,2026-02-18,Entregado,4.0,4,A Tiempo,-0.5100000000000016
PED-10473,CLI-1144,PROD-121,TR-102,Norte,64,28.68,36,2026-01-23,2026-01-27,2026-01-27,Entregado,4.0,4,A Tiempo,-0.6799999999999997
PED-10474,CLI-1059,PROD-102,TR-103,Sur,843,32.55,1689,2025-01-13,2025-01-18,2025-01-19,Entregado,6.0,5,Atrasado,-878.55
PED-10475,CLI-1120,PROD-129,TR-104,Sur,65,34.16,51,2026-06-21,2026-06-25,2026-06-29,Entregado,8.0,4,Atrasado,-20.159999999999997
PED-10476,CLI-1070,PROD-126,TR-103,Sur,1704,18.53,1686,2025-08-15,2025-08-20,2025-08-19,Entregado,4.0,5,A Tiempo,-0.5299999999999727
PED-10477,CLI-1019,PROD-116,TR-103,Oeste,1392,17.85,574,2025-01-20,2025-01-25,2025-01-24,Entregado,4.0,5,A Tiempo,800.1500000000001
PED-10478,CLI-1088,PROD-115,TR-104,Sur,243,12.89,216,2026-06-27,2026-07-01,2026-07-02,Entregado,5.0,4,Atrasado,14.110000000000014
PED-10479,CLI-1071,PROD-106,TR-102,Este,2601,26.02,559,2024-07-10,2024-07-14,2024-07-15,Entregado,5.0,4,Atrasado,2015.98
PED-10480,CLI-1084,PROD-123,TR-101,Oeste,459,12.77,834,2025-05-08,2025-05-11,2025-05-11,Entregado,3.0,3,A Tiempo,-387.77
PED-10481,CLI-1105,PROD-100,TR-102,Sur,57,25.18,12,2024-02-14,2024-02-18,2024-02-19,Entregado,5.0,4,Atrasado,19.82
PED-10482,CLI-1146,PROD-104,TR-101,Norte,291,24.38,52,2024-06-19,2024-06-22,2024-06-26,Entregado,7.0,3,Atrasado,214.62
PED-10483,CLI-1004,PROD-128,TR-103,Sur,120,13.02,58,2024-03-28,2024-04-02,2024-04-03,Entregado,6.0,5,Atrasado,48.980000000000004
PED-10484,CLI-1036,PROD-125,TR-102,Este,858,26.67,1653,2025-09-30,2025-10-04,2025-10-04,Entregado,4.0,4,A Tiempo,-821.67
PED-10485,CLI-1116,PROD-119,TR-101,Centro,93,13.86,43,2024-08-23,2024-08-26,2024-08-25,Entregado,2.0,3,A Tiempo,36.14
PED-10486,CLI-1129,PROD-121,TR-104,Centro,64,32.39,72,2026-04-26,2026-04-30,2026-04-29,Entregado,3.0,4,A Tiempo,-40.39
PED-10487,CLI-1009,PROD-128,TR-101,Centro,180,30.43,87,2024-04-05,2024-04-08,2024-04-07,Entregado,2.0,3,A Tiempo,62.56999999999999
PED-10488,CLI-1110,PROD-116,TR-104,Sur,1392,14.58,574,2025-01-14,2025-01-18,2025-01-19,Entregado,5.0,4,Atrasado,803.4200000000001
PED-10489,CLI-1097,PROD-111,TR-101,Este,862,16.01,550,2025-03-11,2025-03-14,2025-03-14,Entregado,3.0,3,A Tiempo,295.99
PED-10490,CLI-1139,PROD-113,TR-103,Oeste,633,11.62,306,2024-07-12,2024-07-17,2024-07-19,Entregado,7.0,5,Atrasado,315.38
PED-10491,CLI-1052,PROD-122,TR-103,Oeste,420,24.01,321,2025-02-22,2025-02-27,2025-02-26,Entregado,4.0,5,A Tiempo,74.99000000000001
PED-10492,CLI-1066,PROD-127,TR-104,Centro,162,28.51,62,2025-08-01,2025-08-05,2025-08-05,Entregado,4.0,4,A Tiempo,71.49000000000001
PED-10493,CLI-1105,PROD-117,TR-104,Sur,918,34.7,544,2024-07-02,2024-07-06,2024-07-07,Entregado,5.0,4,Atrasado,339.29999999999995
PED-10494,CLI-1101,PROD-123,TR-102,Norte,1377,20.33,278,2026-05-25,2026-05-29,2026-05-28,Entregado,3.0,4,A Tiempo,1078.67
PED-10495,CLI-1041,PROD-103,TR-102,Sur,1407,26.97,816,2025-06-04,2025-06-08,2025-06-08,Entregado,4.0,4,A Tiempo,564.03
PED-10496,CLI-1013,PROD-105,TR-104,Centro,440,33.04,552,2025-10-13,2025-10-17,2025-10-19,Entregado,6.0,4,Atrasado,-145.04000000000002
PED-10497,CLI-1016,PROD-108,TR-102,Este,252,33.16,50,2025-01-14,2025-01-18,2025-01-20,Entregado,6.0,4,Atrasado,168.84
PED-10498,CLI-1133,PROD-109,TR-101,Este,1726,8.78,1116,2026-03-03,2026-03-06,,Cancelado,,3,En Tránsito / Pendiente,601.22
PED-10499,CLI-1132,PROD-109,TR-102,Sur,2589,14.64,1674,2024-02-04,2024-02-08,2024-02-09,Entregado,5.0,4,Atrasado,900.3600000000001
PED-10500,CLI-1009,PROD-111,TR-102,Centro,862,29.16,1100,2025-11-01,2025-11-05,2025-11-08,Entregado,7.0,4,Atrasado,-267.15999999999997
PED-10501,CLI-1101,PROD-112,TR-102,Norte,214,16.04,318,2025-06-14,2025-06-18,2025-06-20,Entregado,6.0,4,Atrasado,-120.03999999999999
PED-10502,CLI-1149,PROD-111,TR-103,Sur,862,33.14,1100,2026-04-15,2026-04-20,2026-04-21,Entregado,6.0,5,Atrasado,-271.14
PED-10503,CLI-1066,PROD-105,TR-104,Centro,1320,17.51,552,2025-06-02,2025-06-06,2025-06-08,Entregado,6.0,4,Atrasado,750.49
PED-10504,CLI-1131,PROD-108,TR-103,Sur,252,28.9,50,2025-12-11,2025-12-16,2025-12-16,Entregado,5.0,5,A Tiempo,173.1
PED-10505,CLI-1086,PROD-124,TR-104,Oeste,335,11.58,362,2025-11-28,2025-12-02,2025-12-03,Entregado,5.0,4,Atrasado,-38.579999999999984
PED-10506,CLI-1056,PROD-121,TR-102,Este,192,8.76,108,2026-03-30,2026-04-03,2026-04-03,Entregado,4.0,4,A Tiempo,75.24000000000001
PED-10507,CLI-1067,PROD-107,TR-103,Este,940,23.2,276,2024-04-05,2024-04-10,2024-04-11,Entregado,6.0,5,Atrasado,640.8
PED-10508,CLI-1080,PROD-111,TR-102,Norte,2586,21.72,550,2025-08-10,2025-08-14,2025-08-15,Entregado,5.0,4,Atrasado,2014.2800000000002
PED-10509,CLI-1061,PROD-127,TR-103,Este,162,12.63,62,2024-07-30,2024-08-04,2024-08-03,Entregado,4.0,5,A Tiempo,87.37
PED-10510,CLI-1027,PROD-103,TR-101,Oeste,1407,28.75,272,2025-11-23,2025-11-26,2025-11-26,Entregado,3.0,3,A Tiempo,1106.25
PED-10511,CLI-1138,PROD-101,TR-104,Sur,201,21.51,38,2025-01-15,2025-01-19,2025-01-19,Entregado,4.0,4,A Tiempo,141.49
